respondent_id,business_type,city_tier,region,years_of_operation,n_employees,annual_revenue_band,business_size,customer_facing_packaging,decision_maker,n_decision_stakeholders,supplier_approval_formality,purchase_decision_complexity,days_to_approve_supplier,owner_involvement,current_packaging_material,monthly_packaging_spend,order_frequency,monthly_order_volume,current_supplier_type,uses_plastic_packaging,usecase_takeaway,usecase_dinein,usecase_delivery,usecase_retail,usecase_ecommerce,usecase_gifting,usecase_storage,usecase_transport,pref_food_containers,pref_bowls,pref_cups,pref_carry_bags,pref_paper_mailers,pref_corrugated_boxes,pref_meal_trays,pref_protective_packaging,pref_premium_branded,req_food_safe,req_leak_proof,req_heat_resistance,req_strength_durability,req_design_branding,req_compostability,req_appearance,pain_high_cost,pain_poor_quality,pain_delayed_delivery,pain_inconsistent_quality,pain_no_eco_options,pain_poor_customization,pain_limited_reliability,pain_moq_issue,pain_lead_time,sustainability_importance,plastic_impact_awareness,customer_demand_eco,regulatory_pressure_awareness,esg_image_importance,certification_required,lab_test_required,trust_biodegradable_claims,greenwashing_concern,barrier_higher_price,barrier_quality_concern,barrier_current_relationship,barrier_lack_trusted_suppliers,barrier_supply_inconsistency,barrier_lack_awareness,barrier_customer_rejection_fear,barrier_operational_risk,cb_samples,cb_pilot_order,cb_competitive_pricing,cb_bulk_discount,cb_quality_warranty,cb_certification_proof,cb_delivery_reliability,cb_custom_branding,cb_flexible_payment,adoption_intention,likely_adopter,expected_biodegradable_budget,willingness_to_pay_premium_pct,lead_priority_score,feedback_text,referral_count,supplier_pain_score,switching_barrier_score,trust_builder_score,sustainability_mindset_score,packaging_demand_score,price_sensitivity_score,adoption_readiness_score,commercial_value_score,operational_risk_score,customer_visibility_score,product_fit_score,customer_value_segment,adoption_risk_category
ECV2763,Restaurant,Tier 1,South,12,24,10 - 50 Cr,Small,Yes,Founder / Director,2,Medium,High,17.0,Sometimes,Plastic,21552,Weekly,249,Online Marketplace,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,4,4,4,3,1,4,5,No,No,No,No,No,No,No,Yes,No,4,4,5.0,4,2,Yes,No,3,2,5,3,2,2,3,2,2,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Yes,11351,9.2,56.6,Sustainability is a big priority for our brand image this year.,4,1,23,7,3.8,4,6.78,47.17,81.85,10.0,6,23,Medium Value,Cold Lead
ECV2764,Restaurant,Tier 3,West,6,156,2 - 10 Cr,Medium,Yes,Owner,4,Low,Medium,20.0,Always,Mixed (Plastic + Paper),23954,Monthly,200,Local Wholesaler,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,5,4,2,4,4,3,5,Yes,Yes,No,Yes,No,No,No,No,No,3,4,4.0,5,2,Yes,No,2,3,3,4,3,3,2,3,2,2,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,3,No,22544,5.5,46.9,"We are evaluating options, no immediate decision planned this quarter.",3,3,22,6,3.6,4,4.15,49.7,82.59,9.5,5,24,Medium Value,Cold Lead
ECV2765,Restaurant,Tier 1,South,7,30,10 - 50 Cr,Small,Yes,Operations Manager,1,Low,Medium,7.0,Always,Plastic,15351,Monthly,200,Distributor,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,4,4,3,5,5,3,3,No,No,No,Yes,No,No,No,Yes,No,2,3,3.0,3,3,Yes,Yes,3,4,4,4,5,2,3,4,2,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1,No,11297,4.9,25.4,Cost pressure is too high to absorb a price premium for green packaging.,4,2,27,6,2.8,5,5.91,33.57,81.47,11.5,7,26,Medium Value,Cold Lead
ECV2766,Other,Tier 2,West,3,2,< 50L,Micro,No,Committee,1,Low,Low,3.0,Always,Biodegradable (Partial),8629,Weekly,200,Multiple Small Suppliers,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,5,4,4,5,4,4,4,No,Yes,No,Yes,No,No,No,No,No,3,3,5.0,3,2,Yes,No,3,3,3,3,4,4,3,3,2,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2,No,8548,16.4,39.7,Considering this as part of our broader sustainability roadmap.,3,2,25,7,3.2,5,3.460000000000001,33.28,73.44,10.5,4,28,Low Value,Cold Lead
ECV2767,Restaurant,Tier 1,South,12,126,> 50 Cr,Medium,Yes,Founder / Director,2,Medium,Medium,8.0,Always,Plastic,60485,Daily,8574,Distributor,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,3,4,4,5,3,3,3,No,Yes,No,Yes,Yes,No,No,No,Yes,2,4,3.0,1,4,No,No,1,3,4,4,3,4,3,3,2,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,36442,5.9,48.8,Interested but need more information on pricing and durability.,4,4,25,8,2.8,5,5.8100000000000005,40.81,91.07,10.5,5,25,Medium Value,Cold Lead
ECV2768,Restaurant,Tier 2,East,1,4,< 50L,Micro,Yes,Procurement Head,1,Medium,High,8.0,Sometimes,Mixed (Plastic + Paper),7830,Weekly,200,Local Wholesaler,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,5,5,2,4,3,1,5,Yes,Yes,No,No,No,Yes,Yes,No,No,3,4,4.0,4,2,No,Yes,3,4,5,3,1,1,2,3,4,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2,No,6959,8.4,37.1,Lead times and minimum order quantities are usually a problem with eco suppliers.,4,4,20,7,3.4,3,6.46,49.56,72.76,6.0,5,21,Low Value,Cold Lead
ECV2769,E-commerce Seller,Tier 2,West,15,126,10 - 50 Cr,Medium,Yes,Owner,2,Low,Low,11.0,Sometimes,Plastic,100251,Weekly,837,Online Marketplace,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,5,4,2,4,4,3,4,Yes,Yes,No,Yes,No,No,No,No,No,4,3,3.0,3,5,Yes,Yes,3,1,4,2,3,4,3,2,1,3,Yes,Yes,No,No,Yes,Yes,Yes,No,No,3,No,69434,10.2,60.8,Need to see samples and understand the supply terms before committing.,4,3,22,5,3.6,5,5.380000000000001,51.42,94.61,9.5,4,26,Medium Value,Warm Lead
ECV2770,Hotel,Tier 1,South,27,7,50L - 2 Cr,Micro,Yes,Operations Manager,1,High,Medium,14.0,Rarely,Biodegradable (Partial),20533,Weekly,213,Local Wholesaler,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,3,4,3,4,3,4,5,No,Yes,Yes,Yes,Yes,No,No,Yes,No,4,4,3.0,3,4,No,Yes,1,5,4,4,2,3,3,3,3,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3,No,15353,16.3,51.1,Considering this as part of our broader sustainability roadmap.,5,5,26,6,3.6,5,4.7700000000000005,50.32,83.51,12.5,4,25,Medium Value,Warm Lead
ECV2771,E-commerce Seller,Tier 1,North,7,9,2 - 10 Cr,Micro,Yes,Founder / Director,1,High,Low,4.0,Always,Mixed (Plastic + Paper),28788,Weekly,334,Direct Manufacturer,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,5,4,2,5,3,5,4,Yes,No,Yes,No,No,No,No,No,Yes,4,5,4.0,2,4,Yes,No,3,4,4,4,2,4,3,2,5,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,Yes,19558,13.5,68.6,Open to switching if pricing is competitive and quality is proven.,7,3,29,7,3.8,4,5.050000000000001,46.72,83.87,12.0,4,27,Medium Value,Cold Lead
ECV2772,Retail Store,Tier 1,East,7,13,10 - 50 Cr,Small,Yes,Procurement Head,1,Medium,Low,5.0,Always,Paper / Cardboard,19259,Weekly,200,Local Wholesaler,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,2,4,2,4,3,2,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,2,3,3.0,3,4,Yes,No,2,4,3,4,5,4,3,1,3,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,No,17262,10.8,39.1,"Our current supplier is reliable, switching feels risky and unnecessary.",5,5,26,7,3.0,1,4.0200000000000005,43.04,75.06,11.5,7,14,Medium Value,Cold Lead
ECV2773,FMCG / Food Processing,Tier 1,Central,2,28,2 - 10 Cr,Small,No,Owner,1,Medium,High,1.0,Rarely,Aluminium / Foil,60726,Daily,5363,Distributor,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,5,4,3,4,3,3,4,Yes,Yes,No,No,No,No,Yes,No,Yes,5,3,4.0,4,3,Yes,No,2,4,4,3,3,2,2,2,3,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,Yes,37987,15.2,70.2,We need eco-friendly packaging to meet customer expectations.,5,4,21,6,3.8,4,4.48,50.02,85.1,7.0,1,24,Medium Value,Warm Lead
ECV2774,Retail Store,Tier 3,Central,4,127,> 50 Cr,Medium,Yes,Owner,3,Medium,Low,19.0,Sometimes,Plastic,27668,Monthly,200,Local Wholesaler,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,5,2,5,3,3,4,2,No,Yes,No,No,No,No,No,No,Yes,3,3,3.0,3,2,Yes,No,2,3,4,4,2,3,3,3,4,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,No,17488,4.1,46.8,Considering this as part of our broader sustainability roadmap.,4,2,25,7,2.8,5,5.99,35.87,85.6,9.0,7,24,Medium Value,Cold Lead
ECV2775,Caterer,Tier 1,North,13,14,2 - 10 Cr,Small,Yes,Chef / Kitchen Manager,2,Low,Medium,14.0,Always,Mixed (Plastic + Paper),29787,Daily,3256,Local Wholesaler,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,4,5,2,5,3,1,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,2,3,3.0,2,3,No,No,2,3,5,3,3,4,4,2,1,2,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1,No,27170,7.3,29.4,Quality of eco packaging we've tried before was inconsistent and disappointing.,5,5,24,5,2.6,4,7.369999999999999,40.36,84.11,9.0,6,23,Medium Value,Cold Lead
ECV2776,Retail Store,Tier 1,West,14,71,> 50 Cr,Medium,Yes,Procurement Head,2,High,Low,17.0,Always,Plastic,53020,Daily,6337,Direct Manufacturer,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,5,4,1,3,2,3,5,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,2,5,3.0,4,3,Yes,No,2,5,3,2,2,3,2,4,4,3,Yes,Yes,Yes,No,Yes,No,Yes,No,No,3,No,33799,10.6,48.6,Considering this as part of our broader sustainability roadmap.,4,6,23,5,3.4,1,3.64,53.45,82.15,8.5,5,17,Medium Value,Warm Lead
ECV2777,Café,Tier 3,South,8,58,50L - 2 Cr,Medium,Yes,Committee,1,Low,High,13.0,Sometimes,Plastic,34085,Daily,4681,Local Wholesaler,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,5,4,5,4,3,4,4,No,No,No,Yes,No,Yes,No,No,No,4,5,5.0,4,3,No,Yes,5,2,4,5,3,5,5,3,2,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,No,28825,9.7,51.6,Interested but need more information on pricing and durability.,7,2,29,7,4.2,4,6.23,49.72,85.06,13.5,8,25,Medium Value,Cold Lead
ECV2778,Cloud Kitchen,Tier 1,North,12,49,> 50 Cr,Small,Yes,Operations Manager,3,Medium,Low,20.0,Always,Plastic,58669,Quarterly,200,Online Marketplace,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,4,5,5,4,4,5,2,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,4,2.0,3,3,Yes,No,1,4,3,4,3,2,3,3,3,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,No,46557,1.7,42.1,Cost pressure is too high to absorb a price premium for green packaging.,5,5,24,7,2.8,4,4.930000000000001,43.58,88.86,10.0,5,26,Medium Value,Cold Lead
ECV2779,Café,Tier 1,West,3,109,10 - 50 Cr,Medium,Yes,Operations Manager,3,Low,Medium,20.0,Sometimes,Mixed (Plastic + Paper),38773,Weekly,457,Direct Manufacturer,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,4,4,4,4,4,3,4,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3,4,4.0,5,2,Yes,Yes,4,2,4,2,3,3,3,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Yes,23611,7.1,59.5,Sustainability is a big priority for our brand image this year.,4,5,19,8,3.6,5,5.69,56.68,87.96,7.0,9,25,Medium Value,Warm Lead
ECV2780,Restaurant,Tier 2,East,9,53,2 - 10 Cr,Medium,Yes,Owner,3,Medium,High,19.0,Always,Plastic,45757,Weekly,378,Direct Manufacturer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,5,4,4,5,3,2,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4,4,2.0,3,4,Yes,Yes,3,5,4,3,3,3,3,4,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,No,34997,19.5,44.8,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",5,6,24,8,3.4,4,4.45,52.48,87.12,10.5,6,24,Medium Value,Warm Lead
ECV2781,E-commerce Seller,Tier 3,East,18,57,2 - 10 Cr,Medium,Yes,Operations Manager,2,Medium,Low,16.0,Rarely,Paper / Cardboard,60769,Daily,6793,Local Wholesaler,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,5,4,5,5,4,2,3,Yes,Yes,No,No,Yes,No,No,No,No,4,5,4.0,3,4,Yes,No,5,4,4,4,5,5,2,3,2,5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,Yes,48811,20.1,65.2,Bulk pricing and dependable delivery will be the deciding factor for us.,6,3,30,6,4.0,5,3.9899999999999998,49.22,91.1,11.0,6,26,Medium Value,Cold Lead
ECV2782,Cloud Kitchen,Tier 2,West,11,87,10 - 50 Cr,Medium,Yes,Operations Manager,2,Medium,Medium,1.0,Sometimes,Mixed (Plastic + Paper),45304,Weekly,670,Online Marketplace,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,5,4,4,5,3,5,5,Yes,No,No,No,No,No,No,No,Yes,4,5,3.0,1,5,Yes,No,4,2,4,3,4,4,3,5,3,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5,Yes,28774,17.5,69.9,Sustainability is a big priority for our brand image this year.,7,2,29,6,3.6,5,4.65,42.87,89.05,9.0,5,29,Medium Value,Cold Lead
ECV2783,Restaurant,Tier 2,South,20,29,10 - 50 Cr,Small,Yes,Owner,1,Medium,High,1.0,Sometimes,Plastic,21874,Quarterly,200,Direct Manufacturer,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,4,4,3,3,4,5,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,3,5,3.0,2,5,No,No,2,4,2,3,2,3,3,4,3,2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,4,Yes,13639,19.7,51.3,Considering this as part of our broader sustainability roadmap.,4,6,22,6,3.6,5,1.8300000000000003,55.59,83.95,9.5,7,24,Medium Value,Warm Lead
ECV2784,Cloud Kitchen,Tier 3,West,20,46,2 - 10 Cr,Small,Yes,Owner,2,High,Low,3.0,Always,Plastic,21149,Weekly,398,Direct Manufacturer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,5,3,5,4,5,5,No,No,No,Yes,No,Yes,Yes,Yes,Yes,4,2,3.0,4,3,Yes,Yes,2,5,4,4,3,5,3,1,4,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,Yes,11734,11.9,55.4,Sustainability is a big priority for our brand image this year.,4,5,29,7,3.2,5,5.210000000000001,43.15,83.72,13.5,9,28,Medium Value,Cold Lead
ECV2785,E-commerce Seller,Tier 1,South,10,62,10 - 50 Cr,Medium,Yes,Owner,2,High,Medium,19.0,Sometimes,Plastic,278941,Weekly,1826,Local Wholesaler,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,4,5,4,5,5,3,4,No,No,No,No,Yes,No,Yes,Yes,Yes,3,5,1.0,3,5,Yes,Yes,4,4,4,3,2,4,4,2,1,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Yes,115485,13.6,71.7,Open to switching if pricing is competitive and quality is proven.,4,4,24,6,3.4,4,5.440000000000001,50.65,99.77,11.0,6,25,Medium Value,Warm Lead
ECV2786,Cloud Kitchen,Tier 3,North,1,101,2 - 10 Cr,Medium,Yes,Chef / Kitchen Manager,3,High,Medium,10.0,Rarely,Plastic,56550,Weekly,969,Multiple Small Suppliers,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,4,3,3,4,3,2,2,Yes,No,Yes,No,Yes,Yes,No,No,No,2,4,4.0,4,3,No,No,3,4,5,4,3,3,5,2,2,4,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,2,No,49194,9.2,44.8,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",3,4,28,6,3.4,4,7.58,45.53,88.6,13.0,7,21,Medium Value,Cold Lead
ECV2787,Retail Store,Tier 3,South,14,40,50L - 2 Cr,Small,Yes,Owner,3,Medium,Low,11.0,Always,Biodegradable (Partial),17567,Daily,2001,Distributor,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,4,5,5,4,4,2,3,No,Yes,Yes,Yes,No,No,Yes,No,No,4,5,4.0,1,3,No,No,2,5,2,2,4,3,4,3,1,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4,Yes,11640,17.5,57.9,Looking for reliable suppliers with consistent quality and good lead times.,3,4,22,6,3.4,4,2.45,48.93,80.42,10.5,5,23,Medium Value,Cold Lead
ECV2788,E-commerce Seller,Tier 3,Central,2,45,50L - 2 Cr,Small,Yes,Operations Manager,2,Medium,Medium,11.0,Sometimes,Mixed (Plastic + Paper),28345,Weekly,321,Local Wholesaler,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,4,4,5,3,3,3,4,Yes,Yes,No,Yes,No,No,No,Yes,No,3,5,2.0,4,4,No,No,2,4,4,4,3,4,4,4,3,4,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Yes,18854,9.8,56.1,Bulk pricing and dependable delivery will be the deciding factor for us.,7,4,30,4,3.6,4,5.82,45.5,83.77,13.5,4,22,Medium Value,Cold Lead
ECV2789,Restaurant,Tier 1,South,1,69,> 50 Cr,Medium,Yes,Procurement Head,3,Medium,High,8.0,Always,Mixed (Plastic + Paper),47426,Weekly,512,Local Wholesaler,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,3,4,5,4,2,4,3,No,Yes,Yes,Yes,No,No,No,No,Yes,4,3,3.0,3,2,No,Yes,5,3,2,5,5,2,3,3,5,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,Yes,40395,11.3,69.8,Bulk pricing and dependable delivery will be the deciding factor for us.,6,4,29,7,3.0,4,2.67,39.72,87.37,13.5,5,23,Medium Value,Cold Lead
ECV2790,E-commerce Seller,Tier 1,North,1,41,10 - 50 Cr,Small,Yes,Owner,1,Medium,Medium,9.0,Sometimes,Biodegradable (Partial),60427,Bi-weekly,474,Direct Manufacturer,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,5,5,4,4,3,2,4,No,No,No,No,Yes,Yes,No,No,Yes,4,4,4.0,5,3,No,Yes,3,5,3,4,4,4,2,3,4,2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,4,Yes,53281,15.9,66.6,Sustainability is a big priority for our brand image this year.,8,3,26,5,4.0,4,3.1100000000000003,52.41,89.06,8.0,7,24,Medium Value,Warm Lead
ECV2791,Cloud Kitchen,Tier 2,West,15,21,2 - 10 Cr,Small,Yes,Operations Manager,1,High,Medium,1.0,Rarely,Plastic,38040,Weekly,546,Local Wholesaler,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,4,3,4,4,4,4,5,No,Yes,No,No,No,No,No,Yes,Yes,5,3,4.0,3,5,No,No,3,4,2,4,4,5,4,2,1,4,Yes,No,Yes,Yes,No,No,Yes,No,Yes,5,Yes,28696,19.2,68.9,Sustainability is a big priority for our brand image this year.,7,3,26,5,4.0,4,2.2800000000000002,51.86,85.82,12.0,4,23,Medium Value,Warm Lead
ECV2792,Cloud Kitchen,Tier 2,Central,10,87,10 - 50 Cr,Medium,Yes,Founder / Director,3,High,High,8.0,Sometimes,Mixed (Plastic + Paper),84815,Daily,8376,Distributor,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,3,3,2,4,2,2,2,Yes,No,Yes,No,No,Yes,Yes,Yes,No,3,5,3.0,4,3,Yes,Yes,4,3,4,3,5,4,3,2,3,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5,Yes,54978,6.5,66.2,Looking for reliable suppliers with consistent quality and good lead times.,6,5,28,7,3.6,4,5.75,50.42,91.44,10.0,4,20,Medium Value,Warm Lead
ECV2793,Retail Store,Tier 2,Central,8,53,10 - 50 Cr,Medium,Yes,Procurement Head,2,Medium,Medium,12.0,Sometimes,Paper / Cardboard,38501,Weekly,644,Local Wholesaler,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,4,4,2,4,5,3,2,Yes,No,Yes,No,Yes,No,No,Yes,No,4,3,3.0,4,4,Yes,No,2,4,3,5,3,3,4,3,2,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,No,25224,9.5,53.5,Considering this as part of our broader sustainability roadmap.,8,4,26,8,3.6,4,4.55,49.07,85.91,12.0,6,23,Medium Value,Cold Lead
ECV2794,FMCG / Food Processing,Tier 3,East,10,31,50L - 2 Cr,Small,Yes,Operations Manager,1,Low,Medium,1.0,Always,Mixed (Plastic + Paper),69190,Bi-weekly,287,Direct Manufacturer,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,4,5,4,4,3,3,4,Yes,No,No,No,Yes,Yes,No,No,No,1,2,4.0,4,4,No,Yes,5,4,4,3,4,3,3,4,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,No,40703,7.0,43.2,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",4,3,27,8,3.0,4,5.7,39.77,90.01,8.0,7,24,Medium Value,Cold Lead
ECV2795,Cloud Kitchen,Tier 2,South,1,13,< 50L,Small,Yes,Founder / Director,1,Medium,High,15.0,Rarely,Plastic,42469,Weekly,416,Online Marketplace,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,5,4,5,4,3,4,5,No,No,No,Yes,No,No,No,Yes,Yes,4,3,4.0,4,2,Yes,No,1,4,4,2,4,4,1,3,3,4,No,No,Yes,Yes,Yes,Yes,No,No,Yes,3,No,25425,15.2,57.1,Need to see samples and understand the supply terms before committing.,7,3,25,5,3.4,4,4.08,45.59,86.6,8.5,5,25,Medium Value,Cold Lead
ECV2796,Hotel,Tier 1,East,6,4,50L - 2 Cr,Micro,Yes,Committee,2,Medium,Medium,11.0,Sometimes,Paper / Cardboard,15458,Monthly,200,Direct Manufacturer,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,4,5,2,3,5,3,5,No,No,No,Yes,No,Yes,Yes,No,Yes,5,3,1.0,3,3,Yes,No,4,2,4,2,3,4,3,2,1,3,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,4,Yes,11807,6.8,60.5,Open to switching if pricing is competitive and quality is proven.,7,4,22,6,3.0,2,5.720000000000001,43.98,75.52,9.5,7,19,Medium Value,Cold Lead
ECV2797,Cloud Kitchen,Tier 1,West,4,72,10 - 50 Cr,Medium,Yes,Founder / Director,3,Low,Low,22.0,Always,Biodegradable (Partial),85532,Monthly,260,Local Wholesaler,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,5,4,2,4,4,4,2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,5,3,3.0,3,5,No,Yes,4,5,4,3,2,5,3,2,3,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,Yes,54337,17.2,67.5,"Eco-friendly is the future, we want to be early movers in our segment.",5,5,25,8,3.8,3,4.680000000000001,55.23,89.5,10.5,5,23,Medium Value,Warm Lead
ECV2798,Hotel,Tier 1,West,8,21,2 - 10 Cr,Small,Yes,Operations Manager,2,Low,Medium,13.0,Rarely,Paper / Cardboard,89486,Monthly,335,Direct Manufacturer,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,5,4,3,3,3,3,5,Yes,No,Yes,Yes,Yes,No,No,Yes,No,5,4,4.0,4,5,Yes,Yes,4,4,5,4,4,2,4,2,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Yes,61091,18.2,80.9,"Our customers ask for sustainable packaging, so this is a serious option.",7,5,26,8,4.4,5,6.279999999999999,61.68,93.81,11.5,7,25,Medium Value,Warm Lead
ECV2799,Hotel,Tier 1,West,8,6,50L - 2 Cr,Micro,No,Procurement Head,1,Medium,High,7.0,Always,Paper / Cardboard,21874,Weekly,327,Online Marketplace,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,4,4,4,4,3,4,5,No,Yes,No,Yes,Yes,No,Yes,No,No,5,5,5.0,3,4,Yes,Yes,2,3,4,3,3,4,4,3,3,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,Yes,14016,25.7,62.8,"Eco-friendly is the future, we want to be early movers in our segment.",4,4,26,6,4.4,6,4.23,51.99,81.95,10.5,3,28,Medium Value,Warm Lead
ECV2800,Hotel,Tier 1,South,10,18,2 - 10 Cr,Small,Yes,Operations Manager,1,High,Low,1.0,Always,Paper / Cardboard,39723,Monthly,200,Online Marketplace,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,5,3,3,4,5,3,5,Yes,Yes,Yes,No,Yes,No,No,No,No,4,3,4.0,3,5,Yes,Yes,2,4,3,5,3,3,4,5,3,5,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5,Yes,28526,15.2,73.6,Sustainability is a big priority for our brand image this year.,9,4,31,5,3.8,6,3.98,47.51,90.13,14.0,8,27,Medium Value,Cold Lead
